VALID NAICS,NAICS Title,SubCategory,Heat,Cool,WH,Cook,Misc.,Proc.,Total
8132,Grantmaking and Giving Services,Misc,0.79180328,0.01967213,0.12677596,0.01092896,0.00437158,0.04644809,0.95355191
81321,Grantmaking and Giving Services,Misc,0.79180328,0.01967213,0.12677596,0.01092896,0.00437158,0.04644809,0.95355191
813211,Grantmaking Foundations,Misc,0.79180328,0.01967213,0.12677596,0.01092896,0.00437158,0.04644809,0.95355191
813212,Voluntary Health Organizations,Misc,0.79180328,0.01967213,0.12677596,0.01092896,0.00437158,0.04644809,0.95355191
813219,Other Grantmaking and Giving Services,Misc,0.79180328,0.01967213,0.12677596,0.01092896,0.00437158,0.04644809,0.95355191
8133,Social Advocacy Organizations,Misc,0.79180328,0.01967213,0.12677596,0.01092896,0.00437158,0.04644809,0.95355191
8133,Social Advocacy Organizations,Misc,0.79180328,0.01967213,0.12677596,0.01092896,0.00437158,0.04644809,0.95355191
81331,Social Advocacy Organizations,Misc,0.79180328,0.01967213,0.12677596,0.01092896,0.00437158,0.04644809,0.95355191
813311,Human Rights Organizations,Misc,0.79180328,0.01967213,0.12677596,0.01092896,0.00437158,0.04644809,0.95355191
813312,"Environment, Conservation and Wildlife Organizations",Misc,0.79180328,0.01967213,0.12677596,0.01092896,0.00437158,0.04644809,0.95355191
813319,Other Social Advocacy Organizations,Misc,0.79180328,0.01967213,0.12677596,0.01092896,0.00437158,0.04644809,0.95355191
8134,Civic and Social Organizations,Misc,0.79180328,0.01967213,0.12677596,0.01092896,0.00437158,0.04644809,0.95355191
8134,Civic and Social Organizations,Misc,0.79180328,0.01967213,0.12677596,0.01092896,0.00437158,0.04644809,0.95355191
813410,Civic and Social Organizations,Misc,0.79180328,0.01967213,0.12677596,0.01092896,0.00437158,0.04644809,0.95355191
8139,"Business, Professional, Labor, Political, and Similar Organizations",Misc,0.79180328,0.01967213,0.12677596,0.01092896,0.00437158,0.04644809,0.95355191
8139,"Business, Professional, Labor, Political, and Similar Organizations",Misc,0.79180328,0.01967213,0.12677596,0.01092896,0.00437158,0.04644809,0.95355191
813910,Business Associations,Misc,0.79180328,0.01967213,0.12677596,0.01092896,0.00437158,0.04644809,0.95355191
813920,Professional Organizations,Misc,0.79180328,0.01967213,0.12677596,0.01092896,0.00437158,0.04644809,0.95355191
813930,Labor Unions and Similar Labor Organizations,Misc,0.79180328,0.01967213,0.12677596,0.01092896,0.00437158,0.04644809,0.95355191
813940,Political Organizations,Misc,0.79180328,0.01967213,0.12677596,0.01092896,0.00437158,0.04644809,0.95355191
813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)",Misc,0.79180328,0.01967213,0.12677596,0.01092896,0.00437158,0.04644809,0.95355191
