tract_geoid_2019,<100,100,101 - 199,200,>200
06037501001,0.1950354609929078,0.19326241134751773,0.0673758865248227,0.524822695035461,0.01950354609929078
06037501002,0.12050898203592815,0.14146706586826346,0.09206586826347306,0.6309880239520959,0.014970059880239521
06037501200,0.12332112332112333,0.2148962148962149,0.045177045177045176,0.557997557997558,0.05860805860805861
06037501300,0.09332509270704574,0.14276885043263288,0.09950556242274412,0.6458590852904821,0.018541409147095178
06037501400,0.08333333333333333,0.18627450980392157,0.0857843137254902,0.6299019607843137,0.014705882352941176
06037501501,0.03899721448467967,0.25487465181058494,0.08774373259052924,0.5041782729805014,0.11420612813370473
06037501503,0.022332506203473945,0.14392059553349876,0.11662531017369727,0.7022332506203474,0.01488833746898263
06037501504,0.021505376344086023,0.16129032258064516,0.08602150537634409,0.7096774193548387,0.021505376344086023
06037501600,0.025703794369645042,0.26193390452876375,0.11199510403916768,0.4847001223990208,0.11566707466340269
06037501700,0.02766798418972332,0.18379446640316205,0.0266798418972332,0.6156126482213439,0.14624505928853754
06037501802,0.09558823529411764,0.17647058823529413,0.08823529411764706,0.5827205882352942,0.05698529411764706
06037501803,0.06666666666666667,0.07878787878787878,0.07878787878787878,0.6060606060606061,0.1696969696969697
06037501804,0.1,0.11666666666666667,0.075,0.6916666666666667,0.016666666666666666
06037501900,0.13922155688622753,0.13248502994011976,0.07260479041916168,0.6077844311377245,0.04790419161676647
06037502003,0.08151093439363817,0.1848906560636183,0.06759443339960239,0.6242544731610338,0.041749502982107355
06037502004,0.18790849673202614,0.16993464052287582,0.13725490196078433,0.4738562091503268,0.03104575163398693
06037502005,0.010752688172043012,0.24408602150537634,0.008602150537634409,0.5774193548387097,0.15913978494623657
06037502100,0.15637860082304528,0.2767489711934156,0.05555555555555555,0.45164609053497945,0.059670781893004114
06037502200,0.24923076923076923,0.16153846153846155,0.05615384615384615,0.5046153846153846,0.02846153846153846
06037502301,0.10548523206751055,0.40337552742616034,0.019409282700421943,0.3890295358649789,0.08270042194092828
06037502302,0.10526315789473684,0.3508771929824561,0.06315789473684211,0.4280701754385965,0.05263157894736842
06037502401,0.17036290322580644,0.2620967741935484,0.04838709677419355,0.4778225806451613,0.04133064516129032
